episode,reward,loss
1,-511.42499999999995,10.090855768748693
2,-3.5860000000000696,13.188467188195867
3,-281.53900000000004,9.422219268653704
4,-401.9200000000001,10.77835674496258
5,-76.78100000000009,9.97619624932607
6,-224.1530000000001,11.009780878370458
7,-246.883,10.126672090110132
8,-183.93800000000005,12.688794743780996
9,-628.703,11.385818179996534
10,-267.4009999999999,13.282222011942922
11,-221.14700000000016,12.672192049026489
12,-143.28800000000007,14.262996027344151
13,-261.73300000000006,13.326398257856015
14,-20.754999999999995,14.292371736056563
15,-732.5260000000001,13.804983425140382
16,-22.085999999999842,14.364764207526099
17,-267.68799999999993,14.179510573336952
18,-134.07999999999998,14.194259729278222
19,-195.34100000000015,13.986387985631039
20,-544.5950000000001,14.57498846298609
21,-91.478,14.403799122777478
22,-580.468,15.381697018941244
23,-156.71699999999998,14.732581981906185
24,-186.3850000000001,15.243672675556606
25,-89.51500000000007,15.281892627477646
26,-80.43599999999999,15.69379919294327
27,-368.33,14.632667683064938
28,-116.35599999999991,15.597091354172806
29,-325.16700000000003,14.945039081573487
30,215.9379999999999,15.717266116479431
31,-309.4530000000001,14.696196345279091
32,-139.89100000000002,16.192967716852824
33,-339.033,16.389286547899246
34,-98.3250000000001,16.971979869039433
35,-98.88499999999999,15.49553120136261
36,45.80599999999997,15.579054152965545
37,-846.4399999999999,15.066754588893815
38,-197.12400000000008,17.283415360110148
39,-588.4290000000001,16.680886132376536
40,-107.2409999999999,17.538321102366726
41,-300.474,16.20052769499005
42,-380.02,17.380690017216644
43,-518.2899999999998,17.283588829494658
44,-249.33599999999987,17.03581013736955
45,138.34699999999998,16.778789582459822
46,-589.0509999999999,17.626892303352925
47,-132.22400000000005,17.19373651730117
48,-196.39999999999992,18.43229540189107
49,-403.2690000000001,17.171276067432604
50,-122.44700000000006,17.924046060313348
51,-263.3099999999999,17.93797845689077
52,-71.85200000000003,17.645857869842906
53,-342.82500000000016,16.2331761987242
54,-44.19000000000021,16.297758930921553
55,-566.2360000000001,16.088998629252117
56,-130.67099999999996,17.22301822720152
57,-101.64800000000008,18.482834955056507
58,-199.835,18.31979449850614
59,-264.65,15.753989804874767
60,-114.85299999999998,18.421024765287125
61,-541.9879999999999,16.48870869416457
62,-153.344,20.10688265164693
63,-96.08900000000006,19.06045924595424
64,-295.825,18.971682966801158
65,-312.585,18.115854146529216
66,-191.4219999999999,20.044617669624195
67,-270.8190000000001,19.2459555425142
68,-225.15899999999996,20.655229676444577
69,-473.6049999999999,20.37437409770732
70,-227.29500000000013,20.081912207225013
71,-210.25499999999994,19.8561053276062
72,-447.15999999999985,19.199332081187855
73,-270.322,17.276882469654083
74,-84.21400000000006,18.306400775909424
75,-493.9870000000001,18.59463820854823
76,-122.63300000000001,18.409749053773425
77,-346.50899999999996,19.86365870386362
78,-394.2730000000001,19.056966149288677
79,-169.5320000000001,18.40952287871262
80,11.925999999999874,19.98948150727807
81,-213.74600000000007,19.354681415557863
82,-134.75599999999994,20.428386025509592
83,-241.63500000000016,21.766848547705287
84,-267.174,20.975434158159338
85,-148.56800000000004,18.770175618945427
86,-948.3190000000002,21.64817345769782
87,-218.27500000000003,20.890514873322985
88,-176.6500000000001,20.45666935484288
89,-335.67,18.921509538378036
90,-545.4180000000001,20.27517450772799
91,-677.8619999999999,21.254425328353356
92,-117.23399999999998,22.207546033357318
93,-364.0609999999999,20.994198322296143
94,-213.628,23.516011277834576
95,-330.30499999999995,23.09270679950714
96,-138.77700000000004,22.28926301885534
97,-166.19099999999995,21.69220581761113
98,-579.913,21.656619463648116
99,-91.80099999999995,22.0686416281275
100,-234.6429999999999,21.75850601549502
