episode,reward,loss
1,69.50500000000002,5.284729421808478
2,-158.50700000000003,8.351929463722088
3,-6.666000000000295,7.557641027465699
4,-298.0770000000001,11.362480409443378
5,-402.00800000000004,11.125443188349406
6,-251.43999999999997,12.444855779841326
7,-43.740000000000066,11.910042269089642
8,18.504999999999967,11.35716947555542
9,-84.699,11.653890393674374
10,-267.54100000000017,12.38933689649715
11,-56.985999999999876,11.758068050657
12,-139.30400000000006,13.334680657637747
13,-70.943,11.171483021862102
14,-407.429,12.309676914504081
15,-597.405,13.625557505895221
16,-235.8819999999999,13.838590210134333
17,-150.35799999999995,13.58069219933935
18,-614.485,14.25484625900848
19,-227.90599999999992,15.87418260412701
20,-27.217000000000027,15.239857250535993
21,-266.4190000000001,15.535901244948892
22,-997.9449999999997,15.782690836588541
23,-831.36,16.153381903966267
24,-88.903,16.86305129222381
25,58.29799999999996,17.441016752508624
26,-79.36000000000007,17.26512737993924
27,-154.197,17.161631107330322
28,-83.89899999999986,16.592610801349988
29,-267.993,18.31993918785682
30,-54.12400000000011,17.85210717399165
31,-5.6020000000001176,17.74247844183623
32,-203.1850000000002,17.880481865095057
33,-69.50500000000002,16.897365259836956
34,-28.32900000000013,17.08768998659574
35,57.249000000000024,16.092601227433715
36,-54.058000000000135,16.41461300548119
37,-123.1529999999999,15.62639951094603
38,-181.99300000000008,16.7360081076622
39,-138.19000000000005,16.51646664407518
40,-310.48799999999994,16.22012844333401
41,-448.05,16.154517421983694
42,-298.256,18.456950434323016
43,-433.94800000000004,15.981731545691396
44,151.63499999999993,17.166172875914462
45,-855.759,16.712157308138334
46,-110.54099999999988,19.19225678620515
47,-129.71399999999994,17.334477723534427
48,-91.596,17.86922864256234
49,-211.00400000000005,17.06009259223938
50,-253.18900000000005,18.07568972660945
51,-21.31499999999992,18.71070514303265
52,-107.44800000000001,17.18291780195738
53,-293.60400000000004,17.247153735551677
54,-232.05399999999995,18.557070713043213
55,-768.6120000000002,18.466161174158895
56,-155.15900000000005,18.17571412102651
57,-212.56399999999994,17.938130018662434
58,-104.93199999999997,17.64348199367523
59,99.42900000000003,18.277815833924308
60,-83.29699999999994,17.583131008148193
61,-565.964,18.945521432299948
62,-536.7780000000002,16.816600661123953
63,79.71999999999986,18.180011845770338
64,-758.245,19.54872491865447
65,-277.3640000000001,17.645470343530178
66,-354.75399999999996,18.43730319814479
67,-145.375,17.81206500276606
68,-153.65200000000004,19.154249789351123
69,-216.9460000000001,18.97810536164504
70,5.41899999999994,21.112259825615034
71,-245.94800000000006,19.06006054761933
72,-286.80499999999995,18.454720246164424
73,-864.2449999999998,19.768760590326217
74,-393.74200000000013,21.22337892561248
75,-349.00199999999995,19.652549152374267
76,-203.597,20.40542223916125
77,-150.98300000000006,17.131022382665563
78,-332.44200000000006,20.950635990626374
79,-504.92999999999995,21.597841453552245
80,-413.44499999999994,20.67567660710583
81,-57.16999999999993,20.904076364305283
82,-343.04100000000017,20.9679108412869
83,-402.3879999999999,20.33285662385284
84,-137.135,20.28560471534729
85,-215.82700000000006,19.42626706636869
86,-542.138,20.559877164661884
87,-4.351999999999997,20.15776897577139
88,-243.60799999999995,20.95452201657179
89,41.69299999999995,20.01465920607249
90,-109.4369999999999,21.533960492987383
91,-15.104000000000084,20.598428139319786
92,-145.854,21.417531293014
93,143.36300000000006,21.572756160389293
94,-124.32300000000004,20.740572386317783
95,-161.95200000000008,20.341281706636604
96,-453.94999999999993,20.490384874672724
97,-208.10400000000007,22.482935000868405
98,-346.3580000000002,20.946194070758242
99,-144.78599999999997,21.496223174919518
100,-607.9220000000001,23.68584939988993
