episode,total_return
168,-220.322
169,-229.326
170,-156.402
171,-229.204
172,-130.851
173,-140.252
174,-100.21300000000001
175,-33.7
176,-124.397
177,-87.787
178,26.609999999999985
179,-9.862999999999992
180,-78.414
181,4.4039999999999875
182,-70.40599999999999
183,-78.276
184,-177.035
185,-169.325
186,-144.87
187,30.16799999999999
188,-86.81599999999999
189,-229.987
190,-50.152999999999984
191,-78.778
192,-5.611999999999986
193,-48.04299999999999
194,-30.582
195,-24.90099999999998
196,-100.86399999999999
197,-63.256
198,-131.85399999999998
199,-259.522
200,26.666999999999994
201,-108.947
202,-166.113
203,-66.92500000000001
204,-76.697
205,-138.28300000000002
206,-100.183
207,-113.67600000000003
208,-183.73
209,-264.736
210,-130.39999999999998
211,-264.374
212,-158.92399999999998
213,-93.17400000000002
214,-225.434
215,-152.28900000000002
216,-244.005
217,-109.87699999999998
218,-93.902
219,-88.92600000000003
220,-204.156
221,-48.52300000000002
222,-83.66900000000001
223,-63.346000000000004
224,-43.757
225,-271.339
226,-11.18100000000001
227,-181.77999999999997
228,-100.30199999999998
229,-101.292
230,-114.79
231,-105.64399999999999
232,-175.174
233,-195.06099999999998
234,-99.143
235,-153.526
236,11.827000000000009
237,-169.301
238,-23.562999999999995
239,-23.386999999999997
240,-204.45499999999998
241,-20.298000000000005
242,-3.673999999999999
243,-154.66199999999998
244,-91.212
245,-3.545999999999993
246,-48.18999999999999
247,-93.273
248,-84.57600000000001
249,-123.16199999999999
250,-69.554
251,-18.224999999999998
252,-8.73099999999998
253,-174.66299999999998
254,-48.59100000000001
255,-69.54299999999999
256,11.265000000000008
257,-3.156000000000013
258,-269.856
259,-55.68500000000001
260,-123.44800000000001
261,-385.515
262,-100.84
263,21.08500000000001
264,-148.972
265,-18.388000000000012
266,-124.58999999999999
267,-60.136
268,10.725
269,-33.261999999999986
270,-138.523
271,-141.394
272,-48.287000000000006
273,-124.378
274,-78.65399999999997
275,-228.83399999999997
276,-143.93599999999998
277,-63.790000000000006
278,-273.46799999999996
279,-53.588
280,-48.581999999999994
281,-99.66700000000002
282,-203.79299999999998
283,-94.316
284,-114.61200000000001
285,-248.54300000000003
286,-108.246
287,-79.26400000000001
288,15.728000000000012
289,-144.481
290,-190.83700000000002
291,-68.50599999999999
292,-84.50500000000001
293,-78.893
294,-18.266000000000012
295,-54.059
296,-234.167
297,-426.983
298,-63.347000000000016
299,-154.73499999999999
300,-80.14399999999999
301,-175.26500000000001
302,-49.443000000000005
303,-166.833
304,-189.351
305,-61.559000000000005
306,-40.456
307,-68.642
308,-138.61200000000002
309,-108.19200000000004
310,11.855999999999995
311,-221.12300000000002
312,-174.522
313,-99.43600000000002
314,-196.17200000000003
315,-48.312000000000026
316,-123.18
317,-168.541
318,-128.44599999999997
319,-188.708
320,-129.82500000000002
321,-19.399
322,-80.20300000000002
323,-154.146
324,-33.353
325,-114.43599999999999
326,-4.3559999999999865
327,41.836
328,-79.03399999999998
329,-169.473
330,-108.197
331,-89.10799999999999
332,-138.80900000000003
333,-78.507
334,99.837
335,-63.590999999999994
336,-93.425
337,-63.51100000000001
338,-199.26000000000002
339,-210.915
340,-116.84799999999998
341,-107.34500000000001
342,-164.78
343,-159.356
344,-243.216
345,-50.041000000000004
346,-188.81099999999998
347,-249.078
348,-48.306000000000004
349,-274.67
350,-78.844
351,-78.453
352,-249.78199999999998
353,-18.261999999999986
354,-63.272
355,-131.133
356,-168.604
357,-138.477
358,26.142
359,-93.26100000000001
360,-99.249
361,-93.30400000000002
362,-104.36099999999999
363,21.542
364,-160.28400000000002
365,-115.247
366,-195.201
367,-159.371
368,-220.283
369,-93.19200000000002
370,-294.534
371,-39.97200000000001
372,-144.82
373,-99.539
374,-99.52299999999998
375,-124.05000000000001
376,-198.83700000000002
377,-99.437
378,-78.75899999999999
379,-65.604
380,-138.78199999999998
381,-129.15099999999998
382,-136.589
383,-242.055
384,-240.444
385,-174.18300000000002
386,-164.056
387,-75.273
388,-114.08999999999999
389,-70.846
390,-78.99100000000001
391,-199.63899999999998
392,-214.028
393,-219.321
394,-108.468
395,-173.99099999999999
396,-294.533
397,-168.73899999999998
398,-190.478
399,-95.26400000000001
400,-165.41199999999998
401,-286.116
402,-195.364
403,-55.16399999999999
404,-139.567
405,-139.299
406,-123.607
407,-109.04199999999999
408,-399.50600000000003
409,-154.31900000000002
410,-461.775
411,-174.68499999999997
412,-311.574
413,-311.09999999999997
414,-165.841
415,-374.267
416,-314.284
417,-259.688
418,-500.786
419,-157.466
420,-220.754
421,-182.13000000000002
422,-305.127
423,-692.1129999999999
424,-456.086
425,-346.286
426,-436.387
427,-319.429
428,-319.45099999999996
429,-266.217
430,-167.75
431,-326.408
432,-339.626
433,-244.641
434,-414.989
435,-824.711
436,-215.96800000000002
437,-319.819
438,-274.77500000000003
439,-408.77500000000003
440,-379.986
441,-152.96200000000002
442,-210.35000000000002
443,-197.375
444,-190.83
445,-752.173
446,-318.707
447,-293.85900000000004
448,-212.869
449,-505.083
450,-136.671
451,-354.047
452,-151.983
453,-377.005
454,-258.346
455,-173.397
456,-98.031
457,-376.295
458,-218.546
459,-264.234
460,-219.58800000000002
461,-318.96799999999996
462,-224.47299999999998
463,-397.062
464,-182.47500000000002
465,-214.339
466,-472.153
467,-158.351
468,-296.796
469,-214.623
470,-390.719
471,-367.845
472,-305.26599999999996
473,-202.76200000000003
474,-315.826
475,-673.218
476,-304.134
477,-154.05
478,-355.394
479,-244.577
480,-471.435
481,-391.192
482,-244.043
483,-207.336
484,-244.60899999999998
485,-331.687
486,-264.42
487,-254.778
488,-334.78499999999997
489,-294.571
490,-419.73699999999997
491,-249.34799999999998
492,-303.204
493,-335.786
494,-209.49200000000002
495,-279.93
496,-304.241
497,-385.383
498,-264.195
499,-154.194
500,-339.478
501,-270.145
502,-319.618
503,-206.406
504,-402.30600000000004
505,-190.129
506,-199.16299999999998
507,-221.65899999999996
508,-289.818
509,-174.75900000000001
510,-251.615
511,-301.44
512,-214.332
513,-341.694
514,-576.003
515,-262.191
516,-356.74
517,-390.074
518,-339.80499999999995
519,-386.129
520,-229.063
521,-189.5
522,-154.456
523,-289.82
524,-175.559
525,-286.143
526,-280.262
527,-249.937
528,-206.843
529,-515.857
530,-291.605
531,-376.532
532,-131.128
533,-431.76
534,-219.552
535,-145.635
536,-357.212
537,-450.616
538,-349.43399999999997
539,-489.898
540,-661.841
541,-393.976
542,-324.963
543,-250.589
544,-370.199
545,-381.307
546,-296.006
547,-274.305
548,-430.66
549,-284.022
550,-304.29400000000004
551,-565.326
552,-324.90099999999995
553,-349.31600000000003
554,-289.484
555,-250.863
556,-359.73199999999997
557,-521.575
558,-240.829
559,-477.094
560,-430.517
561,-301.739
562,-334.514
563,-410.148
564,-385.26300000000003
565,-211.22
566,-244.09
567,-415.609
568,-374.52099999999996
569,-191.516
570,-329.99199999999996
571,-199.424
572,-325.832
573,-324.673
574,-190.787
575,-259.624
576,-310.527
577,-279.281
578,-325.017
579,-168.995
580,-221.224
581,-228.739
582,-435.017
583,-410.107
584,-339.628
585,-305.967
586,-265.681
587,-341.58799999999997
588,-274.24100000000004
589,-333.796
590,-333.802
591,-369.614
592,-316.29
593,-360.25
594,-324.521
595,-394.128
596,-414.842
597,-355.527
598,-284.799
599,-294.689
600,-375.951
601,-556.192
602,-213.845
603,-565.625
604,-389.286
605,-334.37
606,-489.658
607,-370.09299999999996
608,-385.97499999999997
609,-213.551
610,-423.659
611,-469.089
612,-471.825
613,-436.129
614,-334.281
615,-379.462
616,-279.104
617,-290.407
618,-309.443
619,-279.871
620,-409.924
621,-359.71500000000003
622,-279.9
623,-610.157
624,-194.386
625,-309.94399999999996
626,-369.664
627,-364.13
628,-408.892
629,-459.95
630,-264.423
631,-310.844
632,-315.51
633,-525.246
634,-288.724
635,-405.468
636,-318.648
637,-309.831
638,-203.494
639,-480.733
640,-300.12800000000004
641,-510.88
642,-383.84499999999997
643,-279.276
644,-204.424
645,-384.27599999999995
646,-671.433
647,-243.804
648,-344.346
649,-268.983
650,-465.074
651,-395.86899999999997
652,-634.768
653,-465.192
654,-379.171
655,-354.731
656,-266.20399999999995
657,-273.801
658,-385.47200000000004
659,-445.41700000000003
660,-475.05999999999995
661,-731.009
662,-339.235
663,-339.537
664,-649.797
665,-504.125
666,-270.319
667,-253.88
668,-315.237
669,-370.03200000000004
670,-300.54699999999997
671,-376.153
672,-188.99200000000002
673,-318.74899999999997
674,-324.282
675,-319.019
676,-650.225
677,-409.234
678,-309.555
679,-487.014
680,-254.477
681,-294.60200000000003
682,-249.637
683,-384.197
684,-424.068
685,-334.425
686,-303.706
687,-730.696
688,-414.375
689,-498.593
690,-274.19599999999997
691,-299.767
692,-289.548
693,-201.21699999999998
694,-390.772
695,-384.745
696,-219.149
697,-595.771
698,-700.546
699,-438.697
700,-318.851
701,-300.4
702,-474.999
703,-409.27400000000006
704,-442.567
705,-260.914
706,-476.11
707,-369.348
708,-300.181
709,-474.783
710,-369.379
711,-219.375
712,-384.164
713,-369.103
714,-539.8919999999999
715,-318.808
716,-600.8389999999999
717,-430.934
718,-249.662
719,-249.35299999999998
720,-263.611
721,-319.223
722,-412.006
723,-354.45700000000005
724,-489.629
725,-285.061
726,-289.157
727,-243.745
728,-265.807
729,-386.89599999999996
730,-346.03700000000003
731,-514.9060000000001
732,-339.15000000000003
733,-244.085
734,-293.927
735,-530.413
736,-559.875
737,-254.957
738,-409.198
739,-324.228
740,-308.696
741,-330.771
742,-615.019
743,-500.187
744,-258.83
745,-578.0
746,-450.063
747,-329.714
748,-288.869
749,-326.208
750,-701.329
751,-333.96000000000004
752,-309.666
753,-344.794
754,-359.822
755,-184.096
756,-415.389
757,-318.661
758,-314.3
759,-484.544
760,-319.352
761,-486.315
762,-309.033
763,-251.75400000000002
764,-349.35200000000003
765,-319.184
766,-304.231
767,-380.308
768,-399.98
769,-279.837
770,-259.769
771,-304.15799999999996
772,-229.099
773,-340.27299999999997
774,-512.404
775,-361.444
776,-154.499
777,-304.748
778,-474.22499999999997
779,-375.02
780,-184.258
781,-346.935
782,-330.164
783,-273.694
784,-333.896
785,-319.403
786,-333.926
787,-309.43899999999996
788,-379.039
789,-274.443
790,-363.773
791,-219.641
792,-370.308
793,-309.662
794,-374.84399999999994
795,-706.506
796,-249.79
797,-219.64100000000005
798,-219.651
799,-514.742
800,-220.16299999999998
801,-620.0600000000001
802,-331.928
803,-551.116
804,-424.14900000000006
805,-293.709
806,-385.08
807,-665.131
808,-424.647
809,-545.217
810,-315.14799999999997
811,-632.996
812,-304.222
813,-158.851
814,-424.093
815,-379.147
816,-371.327
817,-184.50300000000001
818,-354.449
819,-325.083
820,-354.804
821,-364.90999999999997
822,-274.04299999999995
823,-345.75600000000003
824,-386.667
825,-293.892
826,-399.917
827,-213.98100000000002
828,-424.296
829,-687.129
830,-288.871
831,-279.863
832,-404.79600000000005
833,-541.008
834,-274.468
835,-279.83
836,-450.427
837,-420.354
838,-408.947
839,-335.90999999999997
840,-349.122
841,-213.899
842,-309.0
843,-274.22700000000003
844,-509.759
845,-220.36899999999997
846,-465.476
847,-529.679
848,-279.626
849,-213.815
850,-349.308
851,-369.279
852,-304.241
853,-333.755
854,-361.432
855,-295.13100000000003
856,-565.361
857,-370.387
858,-304.03700000000003
859,-549.722
860,-368.98
861,-334.339
862,-220.232
863,-319.018
864,-444.27700000000004
865,-389.781
866,-610.554
867,-374.847
868,-324.96299999999997
869,-364.008
870,-295.569
871,-730.237
872,-285.452
873,-340.026
874,-353.957
875,-444.453
876,-354.79200000000003
877,-384.925
878,-273.741
879,-316.105
880,-294.422
881,-314.518
882,-384.394
883,-369.392
884,-364.288
885,-289.648
886,-469.106
887,-339.558
888,-304.296
889,-408.91999999999996
890,-585.257
891,-288.776
892,-219.418
893,-371.012
894,-258.948
895,-364.251
896,-259.582
897,-264.535
898,-258.94399999999996
899,-436.392
900,-384.216
901,-350.37
902,-515.7660000000001
903,-271.14799999999997
904,-319.032
905,-454.85200000000003
906,-369.19
907,-334.214
908,-339.46500000000003
909,-204.077
910,-289.14500000000004
911,-249.584
912,-314.972
913,-324.274
914,-489.315
915,-333.728
916,-323.673
917,-414.537
918,-408.835
919,-259.397
920,-398.99800000000005
921,-399.30699999999996
922,-281.371
923,-265.324
924,-444.176
925,-334.091
926,-123.789
927,-409.118
928,-363.70099999999996
929,-308.67100000000005
930,-261.458
931,-490.19
932,-194.073
933,-530.422
934,-560.108
935,-300.134
936,-419.858
937,-273.718
938,-310.002
939,-334.18199999999996
940,-364.213
941,-319.222
942,-279.78499999999997
943,-324.654
944,-249.054
945,-450.062
946,-243.887
947,-226.045
948,-365.312
949,-299.758
950,-380.293
951,-260.488
952,-284.678
953,-406.00199999999995
954,-344.77500000000003
955,-261.344
956,-338.862
957,-379.443
958,-528.065
959,-429.625
960,-183.495
961,-334.283
962,-309.743
963,-290.494
964,-228.68699999999998
965,-329.43899999999996
966,-469.544
967,-574.499
968,-447.196
969,-184.16500000000002
970,-459.884
971,-218.454
972,-291.424
973,-264.794
974,-389.657
975,-361.058
976,-354.087
977,-293.982
978,-339.99
979,-445.109
980,-466.559
981,-409.708
982,-355.414
983,-168.95399999999998
984,-450.558
985,-370.354
986,-278.945
987,-289.13
988,-360.975
989,-500.021
990,-311.61699999999996
991,-214.21599999999998
992,-459.855
993,-249.243
994,-399.42
995,-387.329
996,-449.94
997,-460.366
998,-244.309
999,-314.38
1000,-529.883
1001,-459.63399999999996
1002,-259.49199999999996
1003,-601.092
1004,-430.681
1005,-259.269
1006,-625.34
1007,-243.895
1008,-460.073
1009,-344.527
1010,-235.018
1011,-229.019
1012,-399.712
1013,-393.771
1014,-343.949
1015,-299.938
1016,-264.635
1017,-419.584
1018,-235.29000000000002
1019,-339.744
1020,-221.022
1021,-234.376
1022,-334.329
1023,-325.059
1024,-289.241
1025,-319.992
1026,-419.439
1027,-490.207
1028,-279.106
1029,-460.073
1030,-189.99999999999997
1031,-259.554
1032,-631.159
1033,-647.553
1034,-631.292
1035,-439.48199999999997
1036,-499.873
1037,-273.95
1038,-349.239
1039,-198.777
1040,-469.285
1041,-394.813
1042,-378.895
1043,-234.763
1044,-429.577
1045,-442.66
1046,-310.433
1047,-345.609
1048,-309.172
1049,-309.93800000000005
1050,-490.536
1051,-264.811
1052,-346.402
1053,-250.406
1054,-318.774
1055,-354.49600000000004
1056,-409.257
1057,-274.11899999999997
1058,-330.749
1059,-550.945
1060,-365.647
1061,-381.341
1062,-315.574
1063,-480.534
1064,-274.501
1065,-355.037
1066,-345.36899999999997
1067,-345.593
1068,-339.985
1069,-279.724
1070,-279.834
1071,-497.13100000000003
1072,-354.449
1073,-474.46000000000004
1074,-444.739
1075,-264.608
1076,-409.057
1077,-274.356
1078,-420.992
1079,-363.833
1080,-461.063
1081,-345.678
1082,-610.9110000000001
1083,-364.29
1084,-345.954
1085,-544.626
1086,-359.875
1087,-309.762
1088,-436.48900000000003
1089,-445.536
1090,-319.124
1091,-430.034
1092,-363.863
1093,-264.014
1094,-647.317
1095,-375.765
1096,-799.534
1097,-459.409
1098,-234.369
1099,-366.532
1100,-319.634
1101,-264.419
1102,-315.997
1103,-240.1
1104,-745.883
1105,-355.534
1106,-369.884
1107,-369.955
1108,-436.359
1109,-667.574
1110,-364.068
1111,-364.041
1112,-742.8689999999999
1113,-465.729
1114,-334.546
1115,-274.305
1116,-355.997
1117,-446.09000000000003
1118,-325.01599999999996
1119,-454.98699999999997
1120,-273.841
1121,-244.08599999999998
1122,-294.59
1123,-379.53999999999996
1124,-394.884
1125,-391.976
1126,-360.47
1127,-595.294
1128,-529.811
1129,-424.70799999999997
1130,-330.793
1131,-249.586
1132,-355.275
1133,-552.905
1134,-540.734
1135,-218.938
1136,-504.894
1137,-1067.696
1138,-397.02
1139,-274.476
1140,-428.157
1141,-385.53
1142,-490.379
1143,-249.63899999999998
1144,-269.844
1145,-375.657
1146,-340.333
1147,-295.067
1148,-165.004
1149,-349.23299999999995
1150,-349.17
1151,-305.281
1152,-420.656
1153,-400.41700000000003
1154,-422.02900000000005
1155,-360.858
1156,-249.63899999999998
1157,-349.29
1158,-274.529
1159,-386.397
1160,-304.509
1161,-249.096
1162,-319.356
1163,-355.22700000000003
1164,-334.041
1165,-274.393
1166,-279.136
1167,-439.078
1168,-360.686
1169,-449.771
1170,-439.554
1171,-339.17699999999996
1172,-399.43100000000004
1173,-349.32599999999996
1174,-511.33
1175,-415.03499999999997
1176,-224.433
1177,-333.893
1178,-534.946
1179,-316.109
1180,-354.931
1181,-483.746
1182,-229.152
1183,-389.886
1184,-380.55899999999997
1185,-399.29
1186,-304.083
1187,-285.712
1188,-671.647
1189,-270.859
1190,-570.37
1191,-659.9159999999999
1192,-334.15599999999995
1193,-535.015
1194,-459.731
1195,-271.342
1196,-308.893
1197,-363.811
1198,-369.75899999999996
1199,-390.957
1200,-349.503
1201,-434.921
1202,-345.998
1203,-384.49
1204,-410.21999999999997
1205,-580.794
1206,-329.925
1207,-204.301
1208,-427.283
1209,-360.02599999999995
1210,-340.001
1211,-324.018
1212,-450.819
1213,-369.063
1214,-530.6370000000001
1215,-369.134
1216,-259.026
1217,-439.409
1218,-435.45
1219,-229.348
1220,-445.293
1221,-414.03299999999996
1222,-319.332
1223,-886.005
1224,-333.963
1225,-459.29799999999994
1226,-320.325
1227,-434.411
1228,-444.95
1229,-805.504
1230,-209.363
1231,-295.921
1232,-348.63399999999996
1233,-414.275
1234,-350.694
1235,-309.298
1236,-319.049
1237,-375.663
1238,-326.569
1239,-510.264
1240,-311.278
1241,-273.923
1242,-302.77299999999997
1243,-284.36199999999997
1244,-619.999
1245,-370.927
1246,-474.881
1247,-303.961
1248,-294.483
1249,-304.085
1250,-294.323
1251,-330.077
1252,-229.012
1253,-378.87699999999995
1254,-404.523
1255,-295.1
1256,-250.673
1257,-330.104
1258,-428.998
1259,-379.171
1260,-596.445
1261,-255.386
1262,-234.277
1263,-394.417
1264,-420.407
1265,-340.55199999999996
1266,-560.031
1267,-229.533
1268,-503.952
1269,-425.899
1270,-409.15299999999996
1271,-296.87600000000003
1272,-355.67400000000004
1273,-370.365
1274,-461.714
1275,-435.93399999999997
1276,-435.181
1277,-363.757
1278,-295.043
1279,-607.091
1280,-595.659
1281,-336.48499999999996
1282,-345.493
1283,-409.059
1284,-399.189
1285,-580.023
1286,-435.519
1287,-284.784
1288,-279.473
1289,-394.77200000000005
1290,-183.44799999999998
1291,-384.361
1292,-384.423
1293,-319.333
1294,-609.098
1295,-360.05400000000003
1296,-496.91900000000004
1297,-334.12899999999996
1298,-244.279
1299,-369.11
1300,-316.457
1301,-274.058
1302,-438.79
1303,-344.90999999999997
1304,-705.641
1305,-324.694
1306,-484.587
1307,-363.83299999999997
1308,-550.15
1309,-423.83
1310,-123.483
1311,-310.142
1312,-271.111
1313,-385.448
1314,-370.959
1315,-459.576
1316,-348.665
1317,-504.57800000000003
1318,-259.636
1319,-228.987
1320,-409.749
1321,-355.34
1322,-214.21099999999998
1323,-414.767
1324,-279.987
1325,-293.994
1326,-331.00899999999996
1327,-346.188
1328,-460.516
1329,-477.775
1330,-504.23699999999997
1331,-495.466
1332,-445.558
1333,-384.134
1334,-379.096
1335,-669.807
1336,-425.27799999999996
1337,-258.759
1338,-379.026
1339,-249.012
1340,-361.28799999999995
1341,-294.135
1342,-293.42199999999997
1343,-635.364
1344,-384.994
1345,-318.63
1346,-368.919
1347,-340.122
1348,-274.024
1349,-359.983
1350,-312.129
1351,-399.243
1352,-572.05
1353,-379.019
1354,-300.276
1355,-384.471
1356,-450.20799999999997
1357,-349.128
1358,-205.442
1359,-384.883
1360,-369.00800000000004
1361,-609.857
1362,-391.488
1363,-278.944
1364,-315.038
1365,-405.218
1366,-334.123
1367,-205.234
1368,-330.957
1369,-354.563
1370,-309.967
1371,-304.449
1372,-384.199
1373,-219.579
1374,-406.426
1375,-423.869
1376,-264.354
1377,-661.037
1378,-640.165
1379,-576.218
1380,-330.224
1381,-364.823
1382,-444.775
1383,-474.86400000000003
1384,-499.381
1385,-378.699
1386,-354.733
1387,-600.108
1388,-234.23100000000002
1389,-299.327
1390,-254.379
1391,-303.82
1392,-435.314
1393,-439.33299999999997
1394,-384.48199999999997
1395,-399.815
1396,-299.82
1397,-423.671
1398,-209.102
1399,-484.32
1400,-414.294
1401,-259.057
1402,-340.04400000000004
1403,-221.03
1404,-295.19100000000003
1405,-384.565
1406,-398.466
1407,-469.412
1408,-422.24899999999997
1409,-330.314
1410,-349.229
1411,-459.901
1412,-333.924
1413,-490.142
1414,-219.79500000000002
1415,-359.69100000000003
1416,-369.842
1417,-606.418
1418,-415.239
1419,-405.083
1420,-349.231
1421,-324.825
1422,-384.785
1423,-368.914
1424,-250.154
1425,-318.761
1426,-414.651
1427,-414.196
1428,-399.14
1429,-229.09
1430,-495.19
1431,-320.32599999999996
1432,-354.26800000000003
1433,-325.176
1434,-270.83
1435,-414.122
1436,-304.09299999999996
1437,-389.628
1438,-594.9019999999999
1439,-339.25100000000003
1440,-258.79900000000004
1441,-408.92
1442,-370.354
1443,-375.598
1444,-424.427
1445,-602.359
1446,-380.973
1447,-288.752
1448,-543.652
1449,-319.48
1450,-338.808
1451,-324.321
1452,-509.255
1453,-289.47799999999995
1454,-363.83299999999997
1455,-309.671
1456,-354.052
1457,-282.04999999999995
1458,-258.49
1459,-420.058
1460,-468.972
1461,-364.009
1462,-318.961
1463,-469.46299999999997
1464,-369.337
1465,-258.56
1466,-439.145
1467,-414.717
1468,-564.433
1469,-249.66400000000002
1470,-589.865
1471,-399.613
1472,-489.976
1473,-304.099
1474,-389.965
1475,-435.65999999999997
1476,-349.195
1477,-258.837
1478,-264.456
1479,-249.44500000000002
1480,-358.964
1481,-410.223
1482,-331.147
1483,-430.187
1484,-339.48499999999996
1485,-348.983
1486,-354.634
1487,-595.1610000000001
1488,-408.798
1489,-252.125
1490,-360.00100000000003
1491,-296.402
1492,-408.926
1493,-209.681
1494,-409.298
1495,-464.201
1496,-436.188
1497,-550.226
1498,-424.61199999999997
1499,-299.44100000000003
1500,-351.131
1501,-483.757
1502,-460.885
1503,-323.92699999999996
1504,-315.113
1505,-460.11400000000003
1506,-316.029
1507,-520.0
1508,-330.72499999999997
1509,-319.44599999999997
1510,-271.341
1511,-468.444
1512,-360.41499999999996
1513,-310.129
1514,-346.384
1515,-259.475
1516,-866.674
1517,-344.304
1518,-286.098
1519,-378.865
1520,-359.33
1521,-286.76599999999996
1522,-274.174
1523,-220.31699999999998
1524,-309.67900000000003
1525,-805.434
1526,-331.10699999999997
1527,-198.76899999999998
1528,-325.89
1529,-399.58799999999997
1530,-364.263
1531,-219.56499999999997
1532,-394.547
1533,-304.803
1534,-556.125
1535,-400.854
1536,-345.598
1537,-288.949
1538,-755.604
1539,-304.027
1540,-354.37899999999996
1541,-400.478
1542,-326.574
1543,-347.737
1544,-369.873
1545,-474.992
1546,-359.792
1547,-364.49399999999997
1548,-435.23699999999997
1549,-370.083
1550,-420.671
1551,-399.84
1552,-239.57199999999997
1553,-204.57000000000002
1554,-333.727
1555,-354.893
1556,-469.715
1557,-408.92900000000003
1558,-371.853
1559,-510.858
1560,-439.918
1561,-886.8009999999999
1562,-405.725
1563,-355.226
1564,-549.653
1565,-396.932
1566,-436.378
1567,-325.598
1568,-609.461
1569,-505.04200000000003
1570,-415.519
1571,-475.654
1572,-405.395
1573,-369.37899999999996
1574,-348.718
1575,-474.128
1576,-491.863
1577,-369.579
1578,-415.77599999999995
1579,-366.425
1580,-434.838
1581,-294.52099999999996
1582,-455.589
1583,-420.289
1584,-405.29
1585,-304.526
1586,-303.868
1587,-409.452
1588,-376.219
1589,-324.961
1590,-360.684
1591,-264.939
1592,-557.06
1593,-436.638
1594,-559.387
1595,-330.425
1596,-334.598
1597,-418.984
1598,-325.342
1599,-369.121
1600,-419.736
1601,-439.42199999999997
1602,-444.549
1603,-459.605
1604,-400.327
1605,-199.29299999999998
1606,-476.296
1607,-258.933
1608,-474.698
1609,-424.34000000000003
1610,-423.49699999999996
1611,-424.381
1612,-369.567
1613,-349.282
1614,-695.635
1615,-405.089
1616,-257.257
1617,-339.267
1618,-288.891
1619,-289.404
1620,-434.999
1621,-226.267
1622,-404.666
1623,-526.243
1624,-369.184
1625,-255.031
1626,-324.56
1627,-395.07800000000003
1628,-409.062
1629,-338.823
1630,-391.183
1631,-389.627
1632,-534.9639999999999
1633,-345.737
1634,-401.868
1635,-334.987
1636,-354.893
1637,-130.24
1638,-455.778
1639,-334.322
1640,-389.884
1641,-675.716
1642,-285.964
1643,-499.36699999999996
1644,-399.246
1645,-474.478
1646,-295.001
1647,-363.906
1648,-421.625
1649,-348.92499999999995
1650,-286.503
1651,-363.882
1652,-679.821
1653,-444.673
1654,-279.358
1655,-469.18800000000005
1656,-399.467
1657,-415.064
1658,-389.897
1659,-370.95
1660,-429.872
1661,-345.209
1662,-555.233
1663,-520.981
1664,-339.299
1665,-439.267
1666,-229.49499999999998
1667,-710.879
1668,-270.362
