update,loss,mean_q
0,125.69822692871094,1.5748332738876343
200,179.5626220703125,3.8880462646484375
400,136.3916473388672,8.001383781433105
600,128.0210723876953,12.95891284942627
800,155.43458557128906,17.799728393554688
1000,252.59115600585938,26.537670135498047
1200,164.37457275390625,34.21685791015625
1400,94.71976470947266,40.67139434814453
1600,144.24081420898438,48.84832000732422
1800,326.8063659667969,57.28986740112305
2000,191.31776428222656,68.56565856933594
2200,81.4837646484375,83.2391586303711
2400,123.09197235107422,94.41168975830078
2600,112.9753646850586,106.77543640136719
2800,201.9693603515625,118.52427673339844
3000,183.86488342285156,131.31454467773438
3200,144.40499877929688,144.833740234375
3400,181.2057647705078,160.83265686035156
3600,129.10598754882812,176.23306274414062
3800,164.77359008789062,192.76564025878906
4000,146.05279541015625,208.57237243652344
4200,181.7151336669922,223.4214324951172
4400,101.29576873779297,243.06980895996094
4600,173.55795288085938,261.6080322265625
4800,300.3440246582031,278.7420349121094
5000,133.0216522216797,298.08648681640625
5200,146.4927520751953,316.50372314453125
5400,144.63209533691406,332.894287109375
5600,351.93096923828125,352.5694885253906
5800,132.98440551757812,373.176025390625
6000,253.18295288085938,393.1777648925781
6200,186.1785888671875,416.6103515625
6400,169.51400756835938,439.36956787109375
6600,131.2564697265625,463.02764892578125
6800,309.21380615234375,486.32733154296875
7000,298.5490417480469,506.41912841796875
7200,196.48773193359375,531.0570068359375
7400,171.1615753173828,558.4484252929688
7600,169.8342742919922,585.1343383789062
7800,212.1649169921875,610.5479736328125
8000,177.09848022460938,638.54345703125
8200,359.40899658203125,661.919921875
8400,281.6006164550781,686.3776245117188
8600,281.5794677734375,707.1550903320312
8800,303.7988586425781,737.1677856445312
9000,309.23968505859375,767.7533569335938
9200,292.013916015625,798.8812866210938
9400,269.28948974609375,826.8578491210938
9600,257.2160949707031,854.9166870117188
9800,279.0760498046875,876.0061645507812
10000,352.64959716796875,911.1927490234375
10200,279.3536376953125,946.28857421875
10400,424.83502197265625,969.4000854492188
10600,345.49945068359375,1001.2889404296875
10800,284.16497802734375,1042.6539306640625
11000,601.049072265625,1070.9158935546875
11200,280.7918701171875,1105.0845947265625
11400,468.55865478515625,1142.0360107421875
11600,484.8240966796875,1182.423095703125
11800,629.0298461914062,1218.599365234375
12000,641.337158203125,1260.1962890625
12200,549.7686157226562,1310.3309326171875
12400,459.5908508300781,1351.667724609375
12600,532.645751953125,1404.34375
12800,512.233642578125,1461.600830078125
13000,995.0540771484375,1519.4869384765625
13200,740.7525634765625,1585.41845703125
13400,721.2584228515625,1646.0728759765625
13600,883.1201171875,1713.469482421875
13800,1649.6942138671875,1778.5069580078125
14000,1230.721923828125,1862.15478515625
14200,1210.7615966796875,1942.3031005859375
14400,1185.722900390625,2027.4888916015625
14600,922.0742797851562,2116.707275390625
14800,2418.43505859375,2214.337158203125
15000,1264.2310791015625,2308.453857421875
15200,1575.43115234375,2416.498046875
15400,1893.250244140625,2539.458251953125
15600,1706.5675048828125,2679.92822265625
15800,1788.9794921875,2809.358642578125
16000,2329.721923828125,2940.11767578125
16200,3899.1103515625,3085.84423828125
16400,3948.907958984375,3243.32666015625
16600,2446.754150390625,3395.817626953125
16800,3835.62548828125,3572.136474609375
17000,4758.505859375,3747.41943359375
17200,4549.64599609375,3934.522216796875
17400,4592.34423828125,4125.7861328125
17600,2966.252197265625,4338.51953125
17800,6549.3037109375,4557.98583984375
18000,7859.51123046875,4790.05029296875
18200,5522.50390625,5052.47216796875
18400,13763.875,5320.3134765625
18600,10918.40625,5556.3349609375
18800,10204.7646484375,5819.796875
19000,12263.2744140625,6115.3095703125
19200,12815.9052734375,6416.77734375
19400,10889.03125,6749.9912109375
19600,19192.404296875,7073.9208984375
19800,17307.76171875,7425.787109375
