episode,step,ep_return,eps,mean_loss
1,67,7.143000000000043,0.9978783333333333,0.27377762272953987
2,180,167.69899999999998,0.9943,0.2393873029947281
3,256,-111.14299999999996,0.9918933333333333,0.22590831622481347
4,310,-302.2900000000001,0.9901833333333333,0.3862040239572525
5,399,-184.89400000000006,0.987365,0.32790093958377836
6,452,-508.8400000000001,0.9856866666666667,0.31092968076467514
7,516,-543.464,0.98366,0.3387250629067421
8,584,-161.784,0.9815066666666666,0.32801984876394275
9,676,86.50199999999992,0.9785933333333333,0.5000142300128937
10,784,-91.33600000000014,0.9751733333333333,0.3844723978638649
11,849,-211.76000000000002,0.973115,0.38277687788009646
12,912,-128.13200000000003,0.97112,0.5203377854824066
13,1001,63.00800000000001,0.9683016666666666,0.5353088915348053
14,1090,-304.9259999999998,0.9654833333333334,0.5064208000898361
15,1169,-58.239000000000075,0.9629816666666666,0.5151316547393798
16,1239,-48.00600000000014,0.960765,0.7849337583780289
17,1355,-463.90200000000004,0.9570916666666667,0.5949514180421829
18,1439,-195.14799999999997,0.9544316666666667,0.5874259668588638
19,1519,31.571000000000026,0.9518983333333333,0.6715204048156739
20,1616,82.32100000000007,0.9488266666666667,0.6709856390953064
21,1679,-583.116,0.9468316666666666,0.6380915027856827
22,1750,-324.14900000000006,0.9445833333333333,0.6234072095155716
23,1814,-308.7979999999999,0.9425566666666667,0.7028202503919602
24,1898,-174.03700000000006,0.9398966666666667,0.6784416610002517
25,1970,-138.62000000000012,0.9376166666666667,0.6346852189302444
26,2035,-536.6840000000001,0.9355583333333334,0.6396321994066239
27,2103,-501.99800000000016,0.933405,0.6632270801067353
28,2165,-811.903,0.9314416666666667,0.757510125041008
29,2283,-14.305000000000007,0.927705,0.6605732655525207
30,2362,-7.886999999999887,0.9252033333333334,0.6575587832927704
31,2455,-50.10300000000005,0.9222583333333334,0.803437277674675
32,2539,100.41300000000012,0.9195983333333333,0.7615656727552413
33,2606,-167.235,0.9174766666666667,0.692212570309639
34,2669,-624.698,0.9154816666666666,0.6902158850431442
35,2760,-481.977,0.9126,0.7991352766752243
36,2837,126.41499999999988,0.9101616666666666,0.7506582587957382
37,2903,-320.67100000000016,0.9080716666666666,0.7497943359613418
38,2950,-109.61400000000005,0.9065833333333333,0.7382629954814911
39,3045,-225.2240000000001,0.903575,0.8348436427116394
40,3102,-427.5379999999999,0.90177,0.7701503187417984
41,3192,-496.25600000000003,0.89892,0.7152008783817291
42,3275,-701.399,0.8962916666666667,0.752318514585495
43,3360,-408.879,0.8936,0.7336900979280472
44,3458,-74.76299999999983,0.8904966666666667,0.7491433203220368
45,3512,-181.67200000000003,0.8887866666666666,0.7589590609073639
46,3618,20.403999999999996,0.88543,0.7812132155895233
47,3713,24.094999999999857,0.8824216666666667,0.7687400311231614
48,3803,-34.32800000000012,0.8795716666666666,0.8184877878427506
49,3888,71.35300000000015,0.87688,0.744816620349884
50,3946,-130.68599999999998,0.8750433333333334,0.7709162330627441
51,4046,-50.700000000000145,0.8718766666666666,0.7515340131521225
52,4141,-595.8349999999999,0.8688683333333334,0.6946079033613205
53,4218,-142.248,0.86643,0.7376547360420227
54,4282,-552.1679999999999,0.8644033333333334,0.675449298620224
55,4349,-400.94999999999993,0.8622816666666666,0.7433429092168808
56,4430,-152.63599999999994,0.8597166666666667,0.7040631002187729
57,4526,-152.132,0.8566766666666666,0.7644290655851365
58,4572,-420.517,0.85522,0.7642990571260452
59,4623,-110.03299999999993,0.8536050000000001,0.6976672750711441
60,4691,-323.35900000000015,0.8514516666666667,0.729190017580986
61,4742,-126.99599999999998,0.8498366666666667,0.7052240252494812
62,4820,-100.09500000000007,0.8473666666666666,0.7446133297681808
63,4900,-279.619,0.8448333333333333,0.7184964764118195
64,4957,-201.18099999999998,0.8430283333333333,0.6627776461839676
65,5004,-214.632,0.84154,0.7077612149715423
66,5054,-259.22,0.8399566666666667,0.6625453400611877
67,5128,-449.0889999999999,0.8376133333333333,0.714572873711586
68,5187,-87.06200000000007,0.835745,0.7638301008939743
69,5269,-211.39200000000008,0.8331483333333334,0.7159070318937302
70,5306,-68.71700000000004,0.8319766666666667,0.6145974975824356
71,5377,-246.7480000000002,0.8297283333333334,0.7016442131996155
72,5459,-114.77499999999989,0.8271316666666667,0.7505046010017395
73,5515,-424.97400000000005,0.8253583333333334,0.7511562502384186
74,5576,-71.63699999999999,0.8234266666666666,0.6896427264809608
75,5647,-642.712,0.8211783333333333,0.7222654914855957
76,5714,-32.270000000000024,0.8190566666666667,0.7723303282260895
77,5768,-392.90199999999993,0.8173466666666667,0.7560059410333634
78,5829,-224.25400000000008,0.815415,0.7298406028747558
79,5904,-1146.7780000000002,0.81304,0.6782512339949608
80,5986,26.827000000000083,0.8104433333333334,0.6971696022152901
81,6037,-264.188,0.8088283333333334,0.756786630153656
82,6096,-49.29000000000002,0.80696,0.7965934646129608
83,6161,-221.69299999999998,0.8049016666666666,0.745255651473999
84,6222,-280.45799999999997,0.80297,0.6759463840723038
85,6273,-629.9499999999998,0.801355,0.7441455942392349
86,6325,-265.85699999999997,0.7997083333333334,0.7898955118656158
87,6389,-158.78399999999993,0.7976816666666666,0.7952001923322678
88,6465,56.47200000000001,0.795275,0.8271082365512847
89,6507,-294.607,0.793945,0.836573668718338
90,6564,-235.72699999999998,0.7921400000000001,0.796926099061966
91,6655,-105.60899999999994,0.7892583333333334,0.7697855395078659
92,6711,-333.5320000000001,0.787485,0.8154210180044175
93,6791,-166.07299999999998,0.7849516666666667,0.8778475341200829
94,6837,-604.5089999999999,0.783495,0.7966697379946709
95,6882,-226.191,0.78207,0.7548347008228302
96,6929,-138.9369999999999,0.7805816666666667,0.8361518841981888
97,6979,-190.1580000000001,0.7789983333333333,0.8302618736028671
98,7050,-246.54399999999995,0.77675,0.830551306605339
99,7103,-488.83400000000006,0.7750716666666667,0.7945210886001587
100,7161,-452.476,0.773235,0.7905466634035111
101,7251,-596.367,0.770385,0.9352086800336837
102,7316,-61.884999999999906,0.7683266666666666,0.7337386432290077
103,7382,-780.1839999999999,0.7662366666666667,0.7000073391199112
104,7454,13.171999999999898,0.7639566666666666,0.6969349625706672
105,7522,-817.7120000000001,0.7618033333333334,0.8343016886711121
106,7573,-136.88500000000005,0.7601883333333334,0.9324301201105117
107,7627,-796.865,0.7584783333333334,0.8370540243387222
108,7709,-431.86,0.7558816666666667,0.7506683433055877
109,7772,-11.677000000000021,0.7538866666666667,0.9775459963083267
110,7817,-90.46300000000002,0.7524616666666667,0.8706413191556931
111,7887,-375.88700000000006,0.750245,0.8428833621740341
112,7964,-211.95200000000008,0.7478066666666667,1.0015499341487883
113,8064,-753.821,0.74464,0.8500681310892105
114,8126,-1041.2939999999999,0.7426766666666667,0.8712921106815338
115,8206,-108.79599999999982,0.7401433333333334,0.774051593542099
116,8276,-183.61400000000006,0.7379266666666666,0.8600032785534859
117,8319,-308.93399999999997,0.736565,0.7589378824830055
118,8390,-617.3009999999999,0.7343166666666667,0.9164164635539055
119,8452,-388.09799999999996,0.7323533333333334,0.8869438380002975
120,8533,-441.8879999999998,0.7297883333333334,0.8869034856557846
121,8573,-243.254,0.7285216666666667,0.8984817051887513
122,8630,10.718999999999959,0.7267166666666667,0.8181405729055404
123,8712,105.74999999999974,0.7241200000000001,0.7981061190366745
124,8772,-154.61599999999999,0.7222200000000001,0.8881603133678436
125,8846,-597.7319999999999,0.7198766666666667,0.7994621247053146
126,8907,-271.365,0.717945,0.739953955411911
127,8977,-353.44900000000007,0.7157283333333333,0.9101220226287842
128,9037,8.324000000000062,0.7138283333333333,0.7681511151790619
129,9094,-11.609999999999957,0.7120233333333333,0.8776538395881652
130,9155,-452.29200000000003,0.7100916666666667,0.8251631715893746
131,9207,-391.39799999999997,0.708445,0.9118083500862122
132,9270,-602.0420000000001,0.70645,0.826013734638691
133,9333,-64.89299999999994,0.704455,0.8777160346508026
134,9385,-337.96399999999994,0.7028083333333333,0.983844820857048
135,9441,-128.14399999999995,0.7010350000000001,0.8582510018348694
136,9537,-100.87300000000008,0.6979949999999999,0.9090999826788903
137,9594,-422.30500000000006,0.6961900000000001,0.8899477577209473
138,9663,196.36000000000007,0.694005,0.8924725049734116
139,9701,-143.83900000000006,0.6928016666666666,0.831058207154274
140,9755,-562.237,0.6910916666666667,0.9634052038192749
141,9817,-146.34400000000002,0.6891283333333333,0.9069819581508637
142,9893,-334.4710000000001,0.6867216666666667,0.7906308254599571
143,9973,117.61400000000009,0.6841883333333334,1.0354328298568725
144,10029,-111.90400000000004,0.682415,0.7822816181182861
145,10100,-83.35299999999994,0.6801666666666667,0.915948235988617
146,10183,-404.61400000000003,0.6775383333333334,0.9273860722780227
147,10237,-310.113,0.6758283333333334,0.9228063076734543
148,10302,-152.98399999999995,0.67377,1.0011418759822845
149,10363,-266.251,0.6718383333333333,0.8881780642271042
150,10443,-134.5350000000001,0.669305,0.9500954467058181
151,10530,-219.95100000000002,0.66655,0.8579207396507263
152,10609,63.5340000000001,0.6640483333333334,0.8906799268722534
153,10676,-118.33200000000008,0.6619266666666667,0.9242305245995521
154,10726,-212.47200000000004,0.6603433333333334,0.8780345791578292
155,10776,-85.58300000000003,0.65876,0.8635401147603988
156,10832,-124.99000000000008,0.6569866666666667,0.9678088182210922
157,10885,-390.68100000000004,0.6553083333333334,0.8593310368061066
158,10948,-205.81299999999987,0.6533133333333334,0.911666275858879
159,11022,-155.5270000000001,0.65097,0.9056600728631019
160,11091,-359.00300000000004,0.6487850000000001,0.8872530764341354
161,11167,-359.78700000000003,0.6463783333333333,1.1195536226034164
162,11223,12.436999999999998,0.6446050000000001,0.8733716341853142
163,11293,-450.2569999999999,0.6423883333333333,0.9753480100631714
164,11370,-225.5990000000001,0.63995,0.7871441125869751
165,11420,-542.123,0.6383666666666667,1.0038424676656723
166,11487,-12.68099999999994,0.636245,1.092114109992981
167,11559,-245.378,0.6339650000000001,0.8398195713758468
168,11645,-152.01100000000002,0.6312416666666667,0.9152717483043671
169,11720,-139.5730000000001,0.6288666666666667,0.9674862146377563
170,11786,-225.76800000000003,0.6267766666666668,0.9388734865188598
171,11846,-47.140999999999934,0.6248766666666667,1.0108375346660614
172,11894,-55.37500000000013,0.6233566666666667,0.9586497980356217
173,11950,-195.723,0.6215833333333334,0.9329067081212997
174,11989,-168.37599999999998,0.6203483333333333,1.0362545961141587
175,12029,-123.42799999999998,0.6190816666666666,1.0559534192085267
176,12086,-310.07000000000005,0.6172766666666667,1.1463246807456016
177,12159,246.99699999999987,0.614965,1.0698665970563888
178,12223,-414.6399999999999,0.6129383333333334,1.019789060652256
179,12283,-53.58800000000009,0.6110383333333333,1.0168615293502807
180,12334,-265.3359999999999,0.6094233333333333,1.0527774912118912
181,12389,-186.19100000000006,0.6076816666666667,1.1687840247154235
182,12438,-114.4060000000001,0.6061300000000001,1.0235311213135718
183,12489,-182.411,0.604515,1.1559234583377838
184,12550,18.775000000000198,0.6025833333333334,1.2502857410907746
185,12614,-342.39599999999996,0.6005566666666666,0.9149702179431916
186,12699,-446.1060000000003,0.5978650000000001,0.9988141876459121
187,12757,-159.68800000000007,0.5960283333333334,0.9550880372524262
188,12798,-364.087,0.59473,1.01919880092144
189,12870,27.888000000000027,0.59245,0.92281903475523
190,12925,-309.688,0.5907083333333334,0.9022886371612548
191,12975,-184.62700000000004,0.589125,1.1803971177339554
192,13026,-135.80599999999993,0.58751,1.0827186411619187
193,13075,-332.05699999999996,0.5859583333333334,1.0517904132604599
194,13148,19.94000000000004,0.5836466666666666,1.0618225094676017
195,13189,-190.89799999999994,0.5823483333333334,0.9606179946660995
196,13256,-239.65900000000005,0.5802266666666667,0.9237290021777153
197,13311,-292.21400000000006,0.578485,0.8950784668326378
198,13375,21.119999999999905,0.5764583333333333,0.9098352909088134
199,13440,-158.95400000000012,0.5744,1.1977681469917298
200,13496,-487.13400000000007,0.5726266666666666,1.0507886612415314
201,13557,-11.507999999999981,0.570695,0.9693111422657966
202,13629,-918.9659999999999,0.5684150000000001,1.030277745425701
203,13688,54.56599999999993,0.5665466666666668,1.2395044040679932
204,13766,-398.6490000000001,0.5640766666666668,0.9882671850919723
205,13815,-364.339,0.5625249999999999,1.1404380542039871
206,13884,150.95399999999972,0.5603400000000001,1.180365253686905
207,13927,-144.79300000000006,0.5589783333333334,1.0691430735588074
208,13970,-13.572000000000138,0.5576166666666666,1.0699399518966675
209,14058,-1123.0979999999995,0.5548299999999999,1.0172663521766663
210,14124,-620.9190000000001,0.55274,1.0274932152032852
211,14187,-126.92200000000005,0.550745,1.1376649671792984
212,14252,-711.7019999999998,0.5486866666666667,0.9631320467591286
213,14313,-118.68300000000002,0.546755,0.9380918568372727
214,14364,-85.013,0.54514,1.015246528983116
215,14452,-519.566,0.5423533333333334,0.9900085437297821
216,14496,-93.45200000000007,0.54096,0.9904857331514358
217,14540,-69.51700000000002,0.5395666666666666,1.0608350002765656
218,14601,-53.39100000000006,0.537635,1.1648344230651855
219,14674,-1364.452,0.5353233333333334,0.9604695862531663
220,14721,-461.21900000000005,0.5338350000000001,0.9335485690832138
221,14771,-61.665000000000106,0.5322516666666667,1.0081379467248917
222,14871,-1050.6689999999996,0.529085,1.040466873049736
223,14927,-112.70099999999996,0.5273116666666666,1.0561842653155327
224,15017,-1186.8139999999996,0.5244616666666666,1.0354815864562987
225,15099,-929.6529999999999,0.521865,1.0940217727422714
226,15141,-145.005,0.520535,0.8828036445379257
227,15186,-154.05800000000005,0.51911,1.0853343906998634
228,15254,-366.83399999999995,0.5169566666666667,1.1163322710990906
229,15292,-48.03099999999997,0.5157533333333333,1.0736451798677444
230,15341,26.340000000000103,0.5142016666666667,1.2141516709327698
231,15392,-114.16299999999998,0.5125866666666667,1.1679524952173232
232,15431,-18.03499999999991,0.5113516666666666,1.1014291000366212
233,15487,-187.816,0.5095783333333334,1.0845161193609238
234,15538,-264.3469999999999,0.5079633333333333,1.0074032920598983
235,15593,-249.79199999999986,0.5062216666666666,0.9922628936171531
236,15659,-342.33700000000005,0.5041316666666666,1.1827116847038268
237,15710,-153.7960000000001,0.5025166666666667,1.1017257785797119
238,15755,-336.42499999999995,0.5010916666666667,1.1444268426299096
239,15793,-48.33800000000008,0.4998883333333334,0.9782372522354126
240,15859,-443.807,0.49779833333333345,1.1471800953149796
241,15919,-26.46399999999992,0.49589833333333344,1.1655124861001969
242,15965,-395.5199999999999,0.49444166666666667,1.1070737022161483
