episode,step,ep_return,eps,mean_loss
1,51,-223.56599999999997,0.998385,0.0
2,120,-30.22899999999997,0.9962,0.393944171667099
3,206,-170.17900000000006,0.9934766666666667,0.3033143219351768
4,301,-669.447,0.9904683333333333,0.3305505475401878
5,370,-193.22600000000006,0.9882833333333333,0.46760923802852633
6,447,-78.64400000000016,0.985845,0.3848232090473175
7,494,-467.40999999999997,0.9843566666666667,0.3759466022253036
8,559,-686.526,0.9822983333333334,0.3774285918474197
9,642,16.500000000000085,0.97967,0.729918147623539
10,710,-40.94300000000013,0.9775166666666667,0.530200207233429
11,799,-167.10300000000018,0.9746983333333333,0.45826149225234986
12,896,-292.52999999999986,0.9716266666666666,0.45627050966024396
13,970,-336.3539999999999,0.9692833333333334,0.6125833427906037
14,1045,48.16699999999995,0.9669083333333334,0.5115833288431167
15,1144,-344.428,0.9637733333333334,0.4488359785079956
16,1253,24.897000000000062,0.9603216666666666,0.6857187020778656
17,1344,-74.2130000000001,0.95744,0.5438674420118332
18,1408,-86.16799999999998,0.9554133333333333,0.4947888082265854
19,1481,-83.29399999999997,0.9531016666666666,0.507813824415207
20,1548,-784.8330000000001,0.95098,0.634273818731308
21,1621,117.38099999999991,0.9486683333333333,0.5354168969392776
22,1689,-342.1889999999999,0.946515,0.528219251036644
23,1793,-351.1350000000002,0.9432216666666666,0.500030632019043
24,1871,-348.001,0.9407516666666667,0.5650523692369461
25,1982,30.936000000000092,0.9372366666666667,0.5251676386594772
26,2046,8.854999999999762,0.93521,0.5093676513433456
27,2110,-211.605,0.9331833333333334,0.5555662912130356
28,2176,-168.036,0.9310933333333333,0.6074888008832932
29,2224,-631.402,0.9295733333333334,0.5731078511476517
30,2307,-185.35499999999993,0.926945,0.571630385518074
31,2396,-78.72299999999997,0.9241266666666667,0.5221372520923615
32,2467,-541.94,0.9218783333333334,0.5693965464830398
33,2548,-581.3499999999999,0.9193133333333333,0.5562934470176697
34,2607,-125.5889999999999,0.917445,0.53373017847538
35,2679,-367.4810000000001,0.915165,0.5846250212192535
36,2764,-182.5889999999999,0.9124733333333334,0.618897203207016
37,2859,-744.171,0.909465,0.5443020814657211
38,2914,-116.82799999999996,0.9077233333333333,0.5538362574577331
39,2971,-370.703,0.9059183333333334,0.5199998879432678
40,3058,19.153999999999826,0.9031633333333333,0.6323654502630234
41,3110,-69.26500000000013,0.9015166666666666,0.5851919412612915
42,3166,-197.22500000000002,0.8997433333333333,0.5859550148248672
43,3233,-205.731,0.8976216666666667,0.5421713501214981
44,3323,-323.35300000000007,0.8947716666666666,0.5624201178550721
45,3396,110.90099999999987,0.89246,0.5513290762901306
46,3483,-191.02499999999992,0.889705,0.5888842165470123
47,3569,-274.7449999999999,0.8869816666666667,0.5740264850854874
48,3681,127.34699999999984,0.883435,0.6183231282234192
49,3772,-70.10200000000015,0.8805533333333333,0.5827300453186035
50,3853,-479.54900000000015,0.8779883333333334,0.6020773750543594
51,3927,-17.449000000000098,0.875645,0.6328907310962677
52,3993,-31.26700000000003,0.873555,0.6293536895513534
53,4098,12.238999999999727,0.8702300000000001,0.5658192348480224
54,4165,-139.10299999999995,0.8681083333333334,0.5834177368879319
55,4230,-379.78900000000004,0.86605,0.6108928734064102
56,4310,-246.67,0.8635166666666667,0.6075862658023834
57,4386,39.606999999999935,0.86111,0.5892877954244614
58,4473,-307.8360000000001,0.858355,0.5797489684820175
59,4522,-210.21300000000002,0.8568033333333334,0.658968985080719
60,4588,-306.511,0.8547133333333333,0.6094972544908523
61,4662,-131.51999999999998,0.85237,0.5994770354032517
62,4711,-317.92300000000006,0.8508183333333333,0.6148225474357605
63,4782,-50.77000000000014,0.84857,0.6049691170454026
64,4843,-877.4509999999998,0.8466383333333334,0.6657724964618683
65,4928,-615.6149999999999,0.8439466666666666,0.6029721242189408
66,5011,-36.530999999999935,0.8413183333333334,0.6152438628673553
67,5056,-174.26600000000002,0.8398933333333334,0.6074270075559616
68,5108,-15.09599999999989,0.8382466666666667,0.6062673032283783
69,5186,-184.62700000000007,0.8357766666666666,0.6469902193546295
70,5251,-274.6160000000001,0.8337183333333333,0.6408393770456314
71,5292,-100.96100000000004,0.8324199999999999,0.61615234375
72,5355,-55.47800000000013,0.830425,0.588078453540802
73,5426,-274.115,0.8281766666666667,0.7125654721260071
74,5505,-531.2159999999999,0.825675,0.6781096935272217
75,5606,-630.6640000000001,0.8224766666666667,0.6426774156093598
76,5654,-372.8639999999999,0.8209566666666667,0.6556040436029434
77,5732,-51.61199999999991,0.8184866666666667,0.6771257972717285
78,5801,-128.83800000000002,0.8163016666666667,0.6599265944957733
79,5877,-414.31699999999995,0.813895,0.6223480445146561
80,5933,-109.26700000000007,0.8121216666666666,0.6222290933132172
81,6001,32.45999999999985,0.8099683333333334,0.6387183809280396
82,6058,-70.53500000000005,0.8081633333333333,0.7932377368211746
83,6113,-190.358,0.8064216666666667,0.7157529246807098
84,6176,-229.63899999999998,0.8044266666666666,0.7407389408349991
85,6243,-370.70399999999995,0.802305,0.6696522235870361
86,6302,-130.6850000000001,0.8004366666666667,0.7100142747163772
87,6350,-397.46500000000003,0.7989166666666667,0.7141875183582306
88,6415,-252.79499999999996,0.7968583333333333,0.7392670822143554
89,6480,-365.46799999999996,0.7948,0.6875203305482864
90,6545,-427.342,0.7927416666666667,0.7549680644273757
91,6617,-169.93600000000004,0.7904616666666666,0.6967881125211716
92,6721,-148.55599999999993,0.7871683333333334,0.6927210974693299
93,6763,-198.27999999999994,0.7858383333333333,0.712367872595787
94,6838,-128.97599999999997,0.7834633333333334,0.7261823064088821
95,6877,-333.923,0.7822283333333333,0.7420017039775848
96,6953,-429.41600000000005,0.7798216666666666,0.7856534731388092
97,7010,-281.62100000000004,0.7780166666666667,0.7062517040967942
98,7074,-613.5609999999999,0.77599,0.7879497969150543
99,7147,-448.8750000000002,0.7736783333333334,0.6688858950138092
100,7208,-129.6740000000002,0.7717466666666667,0.7321329456567764
101,7266,-100.274,0.76991,0.8547748833894729
102,7315,-139.185,0.7683583333333334,0.7280226629972458
103,7383,-498.836,0.766205,0.7820362311601639
104,7437,-79.96100000000004,0.764495,0.7596327072381973
105,7516,129.6560000000001,0.7619933333333333,0.7337760281562805
106,7568,-169.68900000000002,0.7603466666666667,0.8129740023612976
107,7641,-128.49700000000007,0.758035,0.7646767914295196
108,7717,-1367.147,0.7556283333333333,0.8179527181386947
109,7797,-23.634000000000043,0.753095,0.7776780790090561
110,7881,115.66399999999987,0.750435,0.7881809335947036
111,7944,32.79600000000005,0.74844,0.7104336720705032
112,8017,166.97700000000003,0.7461283333333333,0.8251335912942886
113,8078,-32.76299999999998,0.7441966666666666,0.6790227121114731
114,8155,-231.5750000000001,0.7417583333333333,0.8021424943208695
115,8199,-175.99599999999998,0.740365,0.8176584839820862
116,8278,-518.491,0.7378633333333333,0.8655679243803024
117,8334,-350.1499999999999,0.73609,0.7858966368436814
118,8390,-194.77800000000002,0.7343166666666667,0.7600785338878632
119,8471,-466.37200000000007,0.7317516666666667,0.8074677640199661
120,8557,-144.81300000000013,0.7290283333333334,0.8184903573989868
121,8632,-127.762,0.7266533333333334,0.7877150934934616
122,8676,-178.75700000000003,0.72526,0.7142217826843261
123,8738,-50.195999999999934,0.7232966666666667,0.8225945043563843
124,8807,-66.57799999999986,0.7211116666666667,0.7923791635036469
125,8857,-221.106,0.7195283333333333,0.8129490911960602
126,8930,-462.8380000000001,0.7172166666666666,0.7994972276687622
127,8991,-210.90599999999998,0.715285,0.7341370385885239
128,9048,-393.345,0.7134800000000001,0.8590484744310379
129,9119,56.97799999999998,0.7112316666666667,0.7839504611492157
130,9188,-332.91999999999996,0.7090466666666666,0.7742806261777878
131,9271,-687.0010000000001,0.7064183333333334,0.7343539464473724
132,9358,-193.117,0.7036633333333333,0.9086498934030532
133,9423,48.70200000000011,0.701605,0.8288689815998077
134,9490,-372.50600000000014,0.6994833333333333,0.8351809251308441
135,9545,-361.0590000000001,0.6977416666666667,0.8470413315296174
